IMDb ID,Title,Runtime (mins),Year,Genres,Release Date,IMDb Rating,Metascore,Rating,Box Office
tt0881320,Sanctum,108,2011,"Adventure, Drama, Thriller",2/3/2011,5.9,42,R,22300000
tt0479997,Season of the Witch,95,2011,"Action, Adventure, Fantasy",1/4/2011,5.4,28,PG-13,24800000
tt1615918,Alvin and the Chipmunks: Chipwrecked,87,2011,"Animation, Adventure, Comedy, Family, Fantasy, Music",12/14/2011,4.4,24,G,133103929
tt1772240,Apollo 18,86,2011,"Horror, Mystery, Sci-Fi, Thriller",9/1/2011,5.2,24,PG-13,17500000
tt1564349,Dolphin Tale,113,2011,"Drama, Family",9/21/2011,6.9,64,PG,65099999
tt0999913,Straw Dogs,110,2011,"Action, Drama, Thriller",9/16/2011,5.8,45,R,10324441
tt1430615,Big Miracle,107,2012,"Biography, Drama, Family, Romance",2/2/2012,6.5,61,PG,20113965
tt2023453,Diary of a Wimpy Kid: Dog Days,94,2012,"Comedy, Family",8/3/2012,6.3,54,PG,49002815
tt1837709,Winter's Tale,118,2014,"Drama, Fantasy, Mystery, Romance",2/10/2014,6.2,31,PG-13,10628616
tt1829012,Passion,102,2012,"Drama, Mystery, Thriller",9/7/2012,5.3,53,R,57741
tt1659343,Universal Soldier: Day of Reckoning,114,2012,"Action, Horror, Mystery, Sci-Fi, Thriller",8/23/2012,5.1,58,R,3500
tt1945062,About Cherry,98,2012,Drama,2/29/2012,4.8,33,R,2760
tt2115295,Ginger & Rosa,90,2012,Drama,8/31/2012,6.3,69,PG-13,1005700
tt1368440,Branded,106,2012,"Drama, Fantasy, Thriller",9/7/2012,4.7,20,R,353468
tt1441952,Salmon Fishing in the Yemen,107,2011,"Comedy, Drama, Romance",9/10/2011,6.8,58,PG-13,4700000
tt1634121,Intruders,100,2011,"Fantasy, Horror, Thriller",9/12/2011,5.4,45,R,64727
tt1478964,Attack the Block,88,2011,"Action, Comedy, Sci-Fi, Thriller",3/12/2011,6.6,75,R,800000
tt1321860,The Beaver,91,2011,Drama,3/16/2011,6.7,60,PG-13,900000
tt1540133,The Guard,96,2011,"Comedy, Crime, Thriller",1/20/2011,7.3,78,R,5359774
tt0480239,Atlas Shrugged: Part I,97,2011,"Drama, Mystery, Sci-Fi",4/15/2011,5.7,28,PG-13,4563873
tt1535612,The Son of No One,90,2011,"Action, Crime, Drama, Thriller",1/30/2011,5.1,36,R,28870
tt1462758,Buried,95,2010,"Drama, Mystery, Thriller",1/23/2010,7.0,65,R,200000
tt1403177,Hesher,106,2010,"Comedy, Drama",1/22/2010,7.0,45,R,300000
tt1512235,Super,96,2010,"Action, Comedy, Drama",9/10/2010,6.8,50,R,200000
tt1490017,The Lego Movie,100,2014,"Animation, Action, Adventure, Comedy, Family, Fantasy",2/1/2014,7.8,83,PG,244870202
tt2278388,The Grand Budapest Hotel,99,2014,"Adventure, Comedy, Crime, Drama",2/6/2014,8.1,88,R,56939515
tt1555064,Country Strong,117,2010,"Drama, Music",11/8/2010,6.3,45,PG-13,20218921
tt1321509,Death at a Funeral,92,2010,Comedy,4/12/2010,5.7,51,R,16000000
tt1075747,Jonah Hex,81,2010,"Action, Drama, Fantasy, Thriller, Western",6/17/2010,4.7,33,PG-13,10500000
tt1477076,Saw 3D,90,2010,"Crime, Horror, Mystery",10/22/2010,5.6,24,R,45670855
tt1302067,Yogi Bear,80,2010,"Animation, Adventure, Comedy, Family",12/11/2010,4.6,35,PG,100169068
tt1270761,Don't Be Afraid of the Dark,99,2010,"Fantasy, Horror, Thriller",11/6/2010,5.6,56,R,23900000
tt1305591,Mars Needs Moms,88,2011,"Animation, Adventure, Family, Sci-Fi",3/9/2011,5.4,49,PG,21379315
tt2306745,Sound City,107,2013,"Documentary, Music",1/18/2013,7.8,76,NOT RATED,419361
tt0359950,The Secret Life of Walter Mitty,114,2013,"Adventure, Comedy, Drama, Fantasy, Romance",10/5/2013,7.3,54,PG,33223430
tt1413495,Paranoia,106,2013,"Drama, Thriller",8/8/2013,5.7,32,PG-13,5334926
tt0835418,The Babymakers,95,2012,Comedy,3/9/2012,5.0,30,R,5215
tt1641975,Citadel,84,2012,"Drama, Horror, Thriller",3/11/2012,5.5,60,R,10080
tt1655416,Mental,116,2012,"Comedy, Drama",8/18/2012,6.2,42,Not Rated,2202208
tt1435513,Hysteria,100,2011,"Comedy, Romance",9/15/2011,6.7,53,R,1700000
tt1742336,Your Sister's Sister,90,2011,"Comedy, Drama",9/11/2011,6.7,72,R,1041358
tt1606392,Win Win,106,2011,"Comedy, Drama, Sport",1/21/2011,7.2,75,R,10100000
tt1441326,Martha Marcy May Marlene,102,2011,"Drama, Mystery, Thriller",1/21/2011,6.9,75,R,2981038
tt1440161,A Little Bit of Heaven,106,2011,"Comedy, Drama, Fantasy, Romance",2/4/2011,6.3,14,PG-13,453167
tt1464580,Stake Land,98,2010,"Drama, Horror, Sci-Fi",9/17/2010,6.5,66,R,18469
tt1529572,Trust,106,2010,"Crime, Drama, Thriller",9/10/2010,6.9,60,R,117623
tt1423995,Stone,105,2010,"Drama, Thriller",9/10/2010,5.4,58,R,1796024
tt1440292,Submarine,97,2010,"Comedy, Drama, Romance",9/12/2010,7.3,76,R,400000
tt1742334,Sabotage,109,2014,"Action, Crime, Drama, Thriller",3/19/2014,5.7,41,R,8125131
tt2771372,Veronica Mars,107,2014,"Crime, Drama, Mystery, Thriller",3/8/2014,6.8,62,PG-13,2664765
tt1273678,The Spy Next Door,94,2010,"Action, Comedy, Family",1/15/2010,5.5,27,PG,24268828
tt0808510,Tooth Fairy,101,2010,"Comedy, Family, Fantasy, Sport",1/14/2010,5.0,36,PG,58565813
tt1666186,Vampires Suck,82,2010,Comedy,8/18/2010,3.4,18,PG-13,36300000
tt1032751,The Warrior's Way,100,2010,"Action, Fantasy, Western",12/1/2010,6.3,45,R,5664251
tt1464174,"Big Mommas: Like Father, Like Son",107,2011,"Action, Comedy, Crime",2/16/2011,4.4,22,PG-13,37911876
tt1604171,Prom,104,2011,"Comedy, Drama, Family, Romance",4/29/2011,5.4,50,PG,10106233
tt1449283,Winnie the Pooh,63,2011,"Animation, Adventure, Comedy, Family, Musical",4/6/2011,7.2,74,G,26687172
tt1767382,Silent House,86,2011,"Drama, Horror, Mystery, Thriller",1/21/2011,5.3,49,R,9921042
tt1630036,Courageous,129,2011,Drama,8/26/2011,7.1,42,PG-13,34522221
tt1517489,Spy Kids 4: All the Time in the World,89,2011,"Action, Adventure, Comedy, Family, Sci-Fi",8/18/2011,3.5,37,PG,38536376
tt1870529,Won't Back Down,121,2012,Drama,9/28/2012,6.5,42,PG,5308553
tt0455323,Being Flynn,102,2012,Drama,3/2/2012,6.4,53,R,526322
tt1867093,The Samaritan,90,2012,"Crime, Drama, Thriller",1/30/2012,5.6,37,R,1744
tt1649780,"Peace, Love & Misunderstanding",96,2011,"Comedy, Drama, Music, Romance",9/13/2011,5.9,45,R,539896
tt0466893,Margaret,150,2011,Drama,9/30/2011,6.5,61,R,46495
tt1748207,Sound of My Voice,85,2011,"Drama, Mystery, Sci-Fi, Thriller",1/24/2011,6.6,67,R,300000
tt1640548,Rampart,108,2011,"Crime, Drama",9/10/2011,5.8,70,R,969239
tt1483756,The Trouble with Bliss,97,2011,"Comedy, Drama",4/28/2011,5.4,38,PG-13,10911
tt1756799,The Day,87,2011,"Action, Drama, Horror, Sci-Fi, Thriller",9/16/2011,5.2,41,R,20502
tt1541160,Flypaper,87,2011,"Comedy, Crime, Mystery",1/28/2011,6.4,37,Not Rated,1098
tt1487118,Chalet Girl,97,2011,"Comedy, Romance, Sport",2/17/2011,6.3,42,R,1201
tt1530509,The Human Centipede II (Full Sequence),91,2011,"Drama, Horror",9/22/2011,3.8,17,Not Rated,122890
tt1667307,Damsels in Distress,99,2011,"Comedy, Drama, Romance",9/10/2011,5.7,67,PG-13,1007535
tt1323045,Frozen,93,2010,"Adventure, Drama, Sport, Thriller",1/24/2010,6.2,43,R,131395
tt1294688,Last Night,93,2010,"Drama, Romance",9/18/2010,6.6,50,R,100000
tt1296898,Waiting for Forever,95,2010,"Comedy, Drama, Romance",2/10/2010,6.0,26,PG-13,16291
tt1441912,The Way,123,2010,"Adventure, Comedy, Drama",9/10/2010,7.4,64,PG-13,4300000
tt1340773,Elektra Luxx,100,2010,"Comedy, Drama",3/14/2010,5.1,50,R,7308
tt1313092,Animal Kingdom,113,2010,"Crime, Drama",1/22/2010,7.3,83,R,1000000
tt1247667,High School,99,2010,Comedy,1/24/2010,5.8,31,R,100000
tt1213648,London Boulevard,103,2010,"Crime, Drama",11/26/2010,6.2,52,R,10484
tt0954947,The Killer Inside Me,109,2010,"Crime, Drama, Horror, Thriller",1/24/2010,6.1,53,R,200000
tt1182350,You Will Meet a Tall Dark Stranger,98,2010,"Comedy, Drama, Romance",5/15/2010,6.3,51,R,3200000
tt1415283,Nanny McPhee and the Big Bang,109,2010,"Comedy, Family, Fantasy",3/24/2010,6.1,52,PG,28995450
tt0493949,Ramona and Beezus,103,2010,"Adventure, Comedy, Family, Fantasy",7/23/2010,6.6,56,G,26161406
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,99,2011,"Comedy, Family",3/17/2011,6.6,51,PG,52691009
tt1742650,I Don't Know How She Does It,89,2011,"Comedy, Romance",9/15/2011,4.9,38,PG-13,9500000
tt1633356,Shark Night 3D,90,2011,"Horror, Thriller",8/31/2011,4.0,22,PG-13,18872522
tt1710396,Joyful Noise,118,2012,"Comedy, Drama, Music",1/13/2012,5.8,44,PG-13,29000000
tt1815852,Nitro Circus: The Movie,92,2012,"Documentary, Action, Comedy",8/8/2012,6.7,43,PG-13,3376905
tt2005374,The Frozen Ground,105,2013,"Crime, Drama, Mystery, Thriller",7/11/2013,6.4,37,R,89515
tt2364841,Runner Runner,88,2013,"Crime, Thriller",9/18/2013,5.6,36,R,19316646
tt1684925,Wish You Were Here,89,2012,"Drama, Mystery",1/19/2012,5.9,60,R,803093
tt1603257,ATM,90,2012,"Horror, Thriller",2/17/2012,4.7,34,R,2034
tt1853643,Why Stop Now?,85,2012,"Comedy, Drama",1/27/2012,5.6,36,R,1641
tt1990181,Brake,92,2012,Thriller,3/23/2012,6.1,38,R,4330
tt1788391,Kill List,95,2011,"Crime, Drama, Horror, Thriller",3/12/2011,6.4,67,Not Rated,26297
tt1628055,Touchback,118,2011,"Drama, Family, Fantasy, Sport",9/28/2011,6.5,56,PG-13,204068
tt1477837,Cedar Rapids,87,2011,Comedy,1/23/2011,6.3,70,R,6800000
tt1623745,Little Birds,94,2011,Drama,1/23/2011,6.2,41,R,16590
tt1481572,Happythankyoumoreplease,100,2010,"Comedy, Drama, Romance",1/20/2010,6.8,45,R,215576
tt1421051,Somewhere,97,2010,"Comedy, Drama",9/3/2010,6.3,67,R,1768416
tt1235189,Wild Target,98,2010,"Action, Comedy, Crime",4/8/2010,6.8,41,PG-13,117190
tt1213012,Alpha and Omega,90,2010,"Animation, Adventure, Comedy, Family, Romance",9/8/2010,5.3,36,PG,25077977
tt1244659,Extraordinary Measures,106,2010,Drama,1/22/2010,6.5,45,PG,11854694
tt1392197,Marmaduke,87,2010,"Comedy, Family",5/27/2010,4.2,30,PG,33643461
tt0872230,My Soul to Take,107,2010,"Horror, Mystery, Thriller",10/7/2010,4.8,25,R,14637490
tt0844993,Hoodwinked Too! Hood vs. Evil,86,2011,"Animation, Comedy, Crime, Family, Mystery",4/23/2011,4.8,20,PG,10134754
tt2044729,A Glimpse Inside the Mind of Charles Swan III,86,2012,Comedy,11/15/2012,4.8,28,R,33786
tt1678051,Soldiers of Fortune,94,2012,"Action, Thriller",6/7/2012,4.3,19,R,38842
tt1710417,Lola Versus,87,2012,Comedy,4/24/2012,5.5,49,R,200000
tt1817676,Girl in Progress,93,2012,"Comedy, Drama",4/26/2012,5.6,45,PG-13,2600000
tt1181614,Wuthering Heights,129,2011,"Drama, Romance",9/6/2011,6.1,70,Not Rated,70665
tt1720182,October Baby,107,2011,Drama,10/28/2011,6.8,32,PG-13,5355847
tt1640459,Hobo with a Shotgun,86,2011,"Action, Comedy, Horror, Thriller",1/21/2011,6.1,55,Not Rated,117137
tt1486193,5 Days of War,113,2011,"Action, Drama, War",4/14/2011,5.6,31,R,17243
tt1535970,The Ledge,101,2011,"Drama, Romance, Thriller",1/21/2011,6.5,34,R,5176
tt1602098,Albert Nobbs,113,2011,"Drama, Romance",9/2/2011,6.7,57,R,3014541
tt1407084,Twelve,93,2010,"Action, Crime, Drama, Thriller",1/29/2010,5.7,22,R,181591
tt1405500,For Colored Girls,133,2010,Drama,11/5/2010,6.1,50,R,37714860
tt1407061,Just Wright,100,2010,"Comedy, Romance, Sport",5/4/2010,5.9,51,PG,21520719
tt1640484,Jumping the Broom,112,2011,"Comedy, Drama",5/6/2011,5.7,56,PG-13,37295394
tt2215285,Madea's Witness Protection,114,2012,"Comedy, Crime, Drama",6/29/2012,5.0,42,PG-13,65623128
tt1901040,Wrong,94,2012,"Comedy, Mystery",1/21/2012,6.3,58,Not Rated,28567
tt2194499,About Time,123,2013,"Comedy, Drama, Fantasy, Romance, Sci-Fi",6/27/2013,7.8,55,R,18472384
tt0884726,Legends of Oz: Dorothy's Return,88,2013,"Animation, Adventure, Family, Fantasy, Musical",6/14/2013,5.5,25,PG,6455823
tt1907731,Nobody Walks,83,2012,Drama,1/22/2012,5.3,51,R,24995
tt2347497,Silent Night,94,2012,"Comedy, Horror, Mystery, Thriller",11/30/2012,5.2,53,R,9672
tt1921070,Pusher,89,2012,"Crime, Thriller",6/21/2012,5.5,52,R,5040
tt1582248,Puncture,100,2011,"Biography, Drama",4/21/2011,6.9,54,R,67071
tt1680114,Snowtown,119,2011,"Biography, Crime, Drama, Horror",5/16/2011,6.6,66,NOT RATED,607110
tt1436559,"Love, Wedding, Marriage",90,2011,Comedy,6/3/2011,5.0,13,PG-13,1378
tt1433207,The Details,101,2011,"Comedy, Drama",1/31/2011,6.1,56,R,63595
tt1707392,Lovely Molly,99,2011,"Drama, Horror",9/14/2011,5.3,50,R,17977
tt1234654,Greenberg,107,2010,"Comedy, Drama, Romance",2/14/2010,6.1,76,R,2293918
tt1334553,The Perfect Host,93,2010,"Comedy, Crime, Thriller",1/31/2010,6.8,48,R,48289
tt1274300,The Tempest,110,2010,"Comedy, Drama, Fantasy, Romance",9/11/2010,5.4,43,PG-13,277515
tt1418377,"I, Frankenstein",92,2014,"Action, Fantasy, Horror, Sci-Fi, Thriller",1/20/2014,5.1,30,PG-13,15687400
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,82,2010,"Action, Comedy, Family, Fantasy",7/29/2010,4.3,30,PG,43400000
tt0979434,Lottery Ticket,99,2010,Comedy,8/13/2010,5.0,50,PG-13,24708699
tt2215719,Katy Perry: Part of Me,93,2012,"Documentary, Music",6/26/2012,5.9,57,PG,25309910
tt1972571,A Most Wanted Man,122,2014,"Crime, Drama, Thriller",1/19/2014,6.8,73,R,14037964
tt2077851,Sleepwalk with Me,81,2012,Comedy,1/23/2012,6.8,71,PG-13,2263436
tt1714210,Weekend,97,2011,"Drama, Romance",3/11/2011,7.6,81,NOT RATED,317593
tt1691920,I Melt with You,122,2011,Drama,1/26/2011,6.0,26,R,4176
tt1554091,A Better Life,98,2011,"Drama, Romance",6/24/2011,7.2,64,PG-13,1754319
tt1570989,Tiny Furniture,98,2010,"Comedy, Drama, Romance",3/15/2010,6.2,72,Not Rated,389334
tt1423894,Barney's Version,134,2010,"Comedy, Drama",4/30/2010,7.3,67,R,7501404
tt1336617,Cyrus,91,2010,"Comedy, Drama, Romance",1/23/2010,6.3,74,R,7455447
tt2467046,Left Behind,110,2014,"Action, Drama, Fantasy, Mystery, Thriller",10/2/2014,3.1,12,PG-13,10649893
tt0455944,The Equalizer,132,2014,"Action, Crime, Thriller",9/7/2014,7.2,57,R,85212969
tt2357291,Rio 2,101,2014,"Animation, Adventure, Comedy, Family, Musical",3/20/2014,6.3,49,G,113691800
tt1391137,Why Did I Get Married Too?,121,2010,"Comedy, Drama, Romance",3/22/2010,4.6,43,PG-13,48520000
tt1411664,Bucky Larson: Born to Be a Star,97,2011,Comedy,5/27/2011,3.3,9,R,2331318
tt1222815,Chimpanzee,78,2012,Documentary,3/31/2012,7.2,57,G,28965459
tt1833844,Berberian Sound Studio,92,2012,"Drama, Horror, Thriller",6/28/2012,6.2,80,Not Rated,28602
tt2063666,Hello I Must Be Going,95,2012,"Comedy, Drama, Romance",1/19/2012,6.2,62,R,83814
tt1719071,Another Happy Day,119,2011,"Comedy, Drama",1/23/2011,6.0,46,R,8464
tt1657299,The Decoy Bride,89,2011,"Comedy, Drama, Romance",5/14/2011,6.2,42,PG,542
tt1707391,4:44 Last Day on Earth,82,2011,"Drama, Fantasy, Sci-Fi",9/7/2011,4.6,54,R,15738
tt1568337,Loosies,89,2011,"Comedy, Crime, Romance",11/9/2011,6.2,35,PG-13,3318
tt1498569,Restless,91,2011,"Drama, Romance",4/6/2011,6.8,47,PG-13,163141
tt1316622,Wrecked,91,2010,"Adventure, Drama, Mystery, Thriller",10/15/2010,5.3,61,R,4821
tt1396221,Passion Play,94,2010,"Drama, Fantasy, Romance",9/10/2010,4.8,22,R,2100
tt1320239,Burke and Hare,91,2010,"Comedy, Crime, History, Thriller",10/29/2010,6.2,46,R,947
tt1798243,Rudderless,105,2014,"Comedy, Drama, Music",1/24/2014,7.5,52,R,56001
tt1305583,Our Family Wedding,103,2010,"Comedy, Romance",3/12/2010,4.9,38,PG-13,18602225
tt1695994,The Virginity Hit,86,2010,Comedy,9/10/2010,4.6,40,R,535249
tt1629705,Blackthorn,102,2011,"Action, Adventure, Western",4/1/2011,6.6,61,R,131979
tt1533013,Beautiful Boy,100,2010,Drama,9/12/2010,6.6,62,R,77247
tt0775489,L'illusionniste,80,2010,"Animation, Drama",2/16/2010,7.5,82,PG,2200000
tt2692904,Locke,85,2013,Drama,9/2/2013,7.1,81,R,1326469
tt1013860,Dylan Dog: Dead of Night,107,2010,"Action, Comedy, Crime, Fantasy, Horror, Mystery, Sci-Fi, Thriller",3/16/2011,5.1,31,PG-13,856849
tt1547230,Judy Moody and the Not Bummer Summer,91,2011,"Comedy, Family",6/4/2011,4.2,37,PG,15000994
tt1985019,Austenland,97,2013,"Comedy, Romance",1/18/2013,6.3,42,PG-13,2155334
tt1967545,Labor Day,111,2013,"Drama, Romance",8/30/2013,6.9,52,PG-13,13362308
tt1407065,The Moth Diaries,82,2011,"Drama, Fantasy, Horror, Mystery",9/6/2011,5.0,38,R,3838
tt1486190,Tamara Drewe,107,2010,"Comedy, Drama, Romance",5/18/2010,6.2,64,R,560101
tt1431181,Another Year,129,2010,"Comedy, Drama",5/15/2010,7.3,80,PG-13,3200000
tt1462901,All Is Bright,107,2013,"Comedy, Drama",4/18/2013,5.6,54,R,4556
tt1730687,Darling Companion,103,2012,"Comedy, Drama, Romance",1/26/2012,5.1,41,PG-13,793352
tt1196340,Inhale,83,2010,"Drama, Thriller",8/27/2010,6.6,39,R,3030
tt1518812,Meek's Cutoff,104,2010,"Drama, Western",9/5/2010,6.6,85,PG,977600
tt1125929,Love Ranch,117,2010,"Biography, Comedy, Drama, Romance, Sport",6/30/2010,5.7,37,R,134904
tt1092634,Shanghai,105,2010,"Drama, Mystery, Romance, Thriller",6/10/2010,6.4,36,R,44689
tt1278379,Jack Goes Boating,91,2010,"Drama, Romance",1/23/2010,6.4,64,R,300000
tt1600524,Les amours imaginaires,101,2010,"Drama, Romance",5/16/2010,7.2,70,Not Rated,60991
tt1233192,Brighton Rock,111,2010,"Crime, Drama, Thriller",9/13/2010,5.8,57,R,223887
tt1563704,Legendary,107,2010,"Drama, Sport",9/9/2010,6.2,39,PG-13,191875
tt1196134,Crazy on the Outside,96,2010,"Comedy, Crime",1/8/2010,5.6,21,PG-13,64438
tt1826590,About Last Night,100,2014,"Comedy, Romance",2/14/2014,6.1,62,R,39477140
tt1043726,The Legend of Hercules,99,2014,"Action, Adventure, Fantasy",1/8/2014,4.2,22,PG-13,14739982
tt1686018,Creature,93,2011,Horror,9/9/2011,3.7,31,R,327000
tt1560139,Boy,87,2010,"Comedy, Drama",1/22/2010,7.5,70,Not Rated,242008
tt1270835,Hatchet II,85,2010,"Comedy, Horror, Thriller",8/26/2010,5.5,49,R,52604
tt1408253,Ride Along,99,2014,"Action, Comedy, Crime",1/17/2014,6.2,41,PG-13,110374905
tt1291570,Solace,101,2015,"Crime, Drama, Mystery, Thriller",9/3/2015,6.4,36,R,403050
tt2639254,A Little Chaos,112,2014,"Drama, Romance",9/13/2014,6.5,51,R,551609
tt2359137,Last Ounce of Courage,101,2012,"Drama, War",9/11/2012,4.0,11,PG,3310439
tt2366450,Stories We Tell,108,2012,Documentary,8/30/2012,7.6,91,PG-13,1599038
tt1273241,Brotherhood,76,2010,"Crime, Drama, Thriller",3/13/2010,6.4,52,R,16632
tt2828996,A Haunted House 2,86,2014,"Comedy, Fantasy",4/18/2014,4.7,17,R,13710572
tt2465140,The Single Moms Club,111,2014,"Comedy, Drama",3/14/2014,5.3,31,PG-13,15986272
tt2381111,Brooklyn,117,2015,"Drama, Romance",1/26/2015,7.5,88,PG-13,30459009
tt1520498,The Oogieloves in the Big Balloon Adventure,88,2012,"Adventure, Family, Fantasy, Musical",8/29/2012,6.0,32,G,1064277
tt2187884,Escape from Tomorrow,90,2013,"Drama, Fantasy, Horror, Sci-Fi",1/18/2013,5.2,58,Not Rated,169719
tt1650393,C.O.G.,88,2013,"Comedy, Drama",1/20/2013,5.6,60,R,55301
tt1517260,The Host,125,2013,"Action, Adventure, Drama, Romance, Sci-Fi, Thriller",3/22/2013,5.9,35,PG-13,26609448
tt1981677,Pitch Perfect,112,2012,"Comedy, Music, Romance",9/28/2012,7.2,66,PG-13,61100000
tt1045658,Silver Linings Playbook,122,2012,"Comedy, Drama, Romance",9/8/2012,7.7,81,R,132088910
tt1343092,The Great Gatsby,143,2013,"Drama, Romance",5/1/2013,7.3,55,PG-13,144812796
tt1707386,Les Misrables,158,2012,"Drama, History, Musical, Romance, War",12/5/2012,7.6,63,PG-13,148775460
tt1659337,The Perks of Being a Wallflower,103,2012,Drama,9/8/2012,8.0,67,PG-13,14900000
tt1595656,To the Wonder,112,2012,"Drama, Romance",9/2/2012,5.9,58,R,500000
tt1702439,Safe Haven,115,2013,"Drama, Romance, Thriller",2/13/2013,6.7,34,PG-13,71100000
tt1588173,Warm Bodies,98,2013,"Comedy, Horror, Romance",1/16/2013,6.9,60,PG-13,65000000
